228, 0, 0, 0, 144, 0, 0, 0, 5, 0, 0, 0, 314, 0, 0, 0, 112, 0, 256, 0, 9, 0, 21, 0, 0, 208, 0, 272, 0, 400, 0, 272, 0, 16, 0, 0, 11, 0, 0, 130, 246, 0, 0, 0, 430, 0, 35, 0, 197, 0, 752, 0, 493, 225, 144, 0, 0, 399, 0, 48, 0, 112, 0, 125, 0, 256, 234, 0, 157, 0, 51, 0, 0, 0, 0, 0, 0, 985, 0, 457, 71, 222, 0, 0, 545, 0, 0, 0, 118, 0, 324, 0, 544, 377, 0, 304, 0, 0, 0, 142, 0, 0, 0, 0, 778, 0, 283, 45, 167, 0, 0, 381, 0, 0, 0, 7, 0, 883, 0, 462, 369, 0, 179, 0, 290, 0, 170, 0, 0, 0, 426, 0, 288, 255, 0, 255, 0, 0, 0, 0, 0, 0, 0, 0, 768, 0, 277, 351, 0, 87, 0, 258, 0, 0, 0, 0, 0, 1007, 0, 447, 570, 0, 386, 0, 2, 0, 0, 0, 0, 0, 575, 0, 385, 425, 0, 267, 0, 0, 183, 0, 0, 0, 0, 0, 910, 0, 305, 816, 0, 449, 80, 0, 0, 0, 0, 33, 0, 1039, 0, 237, 564, 0, 240, 186, 0, 0, 0, 0, 0, 0, 260, 193, 0, 10, 479, 0, 144, 289, 0, 19, 0, 0, 3, 0, 749, 0, 0, 704, 0, 71, 311, 0, 0, 0, 0, 0, 0, 843, 0, 0, 586, 0, 0, 119, 0, 0, 0, 0, 0, 0, 821, 0, 0, 83, 90, 0, 0, 269, 0, 0, 0, 0, 0, 768, 0, 0, 0, 368, 0, 0, 429, 0, 0, 0, 0, 0, 0, 79, 0, 0, 0, 154, 383, 471, 395, 153, 0, 0, 0, 0, 0, 16, 210, 274, 218, 94, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
349, 0, 0, 0, 17, 0, 0, 12, 0, 301, 0, 183, 0, 0, 414, 0, 378, 217, 0, 0, 0, 166, 0, 0, 0, 0, 0, 0, 592, 0, 89, 128, 0, 0, 0, 259, 0, 0, 0, 0, 0, 0, 568, 0, 95, 0, 119, 0, 0, 462, 0, 0, 0, 0, 0, 266, 0, 133, 221, 0, 336, 0, 0, 192, 0, 0, 0, 0, 0, 813, 0, 176, 322, 0, 103, 0, 129, 0, 0, 0, 0, 0, 0, 218, 0, 335, 0, 315, 0, 0, 496, 0, 0, 0, 0, 0, 684, 0, 274, 455, 0, 415, 0, 0, 266, 0, 0, 0, 0, 0, 898, 0, 347, 305, 0, 177, 0, 87, 0, 0, 0, 0, 0, 237, 0, 0, 401, 0, 337, 0, 0, 595, 0, 23, 0, 0, 0, 783, 0, 362, 505, 0, 434, 0, 0, 429, 0, 0, 0, 0, 0, 565, 0, 391, 51, 10, 135, 0, 408, 0, 79, 0, 0, 0, 666, 0, 192, 545, 0, 378, 0, 0, 709, 0, 0, 0, 1, 0, 818, 0, 220, 353, 0, 178, 0, 358, 0, 162, 0, 64, 0, 547, 0, 46, 537, 0, 338, 142, 0, 786, 0, 0, 0, 2, 0, 971, 0, 121, 757, 0, 291, 135, 122, 0, 10, 0, 31, 0, 577, 0, 0, 607, 0, 237, 282, 0, 423, 0, 0, 19, 0, 0, 945, 0, 0, 665, 0, 109, 256, 0, 0, 0, 0, 174, 0, 991, 0, 0, 565, 0, 0, 227, 64, 0, 139, 0, 0, 0, 456, 0, 0, 0, 277, 0, 0, 695, 0, 0, 0, 0, 0, 0, 399, 0, 0, 176, 267, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 40, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
129, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 48, 0, 166, 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 487, 0, 0, 0, 54, 0, 0, 67, 0, 336, 0, 189, 0, 111, 0, 240, 0, 77, 0, 173, 0, 0, 0, 0, 307, 0, 0, 0, 61, 393, 0, 219, 291, 0, 174, 0, 2, 0, 130, 0, 80, 0, 0, 112, 481, 0, 47, 0, 0, 0, 0, 130, 0, 0, 0, 0, 0, 0, 349, 0, 26, 272, 0, 265, 0, 0, 0, 199, 0, 0, 0, 0, 0, 237, 0, 289, 0, 307, 0, 0, 255, 230, 0, 251, 0, 0, 0, 714, 0, 187, 111, 0, 0, 0, 241, 0, 0, 69, 0, 0, 0, 688, 0, 272, 256, 0, 175, 0, 0, 121, 0, 282, 0, 0, 51, 562, 0, 272, 270, 0, 277, 0, 0, 117, 0, 235, 0, 0, 37, 525, 0, 236, 252, 0, 369, 0, 0, 638, 0, 285, 0, 0, 15, 720, 0, 710, 441, 0, 533, 0, 0, 559, 0, 146, 0, 0, 0, 887, 0, 334, 352, 0, 431, 0, 0, 583, 0, 59, 33, 0, 0, 976, 0, 369, 546, 0, 549, 0, 0, 211, 0, 0, 3, 0, 0, 624, 0, 295, 318, 0, 293, 0, 182, 0, 329, 0, 102, 0, 550, 0, 208, 471, 0, 335, 124, 0, 746, 0, 10, 0, 0, 0, 967, 0, 468, 690, 0, 598, 112, 0, 559, 0, 0, 173, 0, 0, 898, 0, 455, 602, 0, 464, 64, 50, 0, 11, 0, 302, 0, 752, 0, 48, 656, 0, 234, 296, 0, 398, 0, 0, 0, 0, 0, 944, 0, 128, 809, 0, 384, 313, 0, 176, 0, 0, 313, 0, 445, 0, 0, 332, 52, 0, 282, 124, 0, 0, 0, 0, 164, 0, 503, 0, 0, 589, 0, 0, 361, 0, 0, 0, 0, 0, 0, 518, 0, 0, 0, 429, 0, 0, 401, 0, 0, 0, 0, 0, 0, 0, 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
133, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 90, 0, 0, 0, 0, 0, 0, 23, 48, 0, 0, 0, 0, 0, 171, 0, 0, 0, 0, 0, 0, 33, 0, 0, 0, 0, 0, 0, 468, 0, 0, 0, 0, 0, 0, 93, 0, 0, 0, 0, 0, 0, 166, 0, 0, 32, 0, 0, 0, 2, 0, 49, 0, 0, 0, 0, 277, 0, 3, 109, 0, 150, 0, 0, 0, 49, 0, 0, 0, 0, 0, 384, 0, 131, 0, 144, 0, 0, 177, 0, 20, 0, 0, 0, 0, 576, 0, 93, 197, 0, 23, 0, 69, 0, 88, 0, 0, 0, 0, 324, 0, 23, 208, 0, 201, 0, 0, 97, 179, 0, 80, 0, 0, 0, 176, 0, 57, 0, 130, 0, 0, 244, 0, 0, 38, 0, 0, 0, 331, 0, 75, 23, 33, 0, 0, 201, 0, 0, 0, 0, 0, 0, 367, 0, 56, 59, 0, 0, 0, 88, 208, 0, 0, 0, 0, 51, 144, 0, 94, 0, 0, 0, 0, 230, 0, 0, 0, 0, 0, 339, 0, 0, 86, 0, 96, 0, 0, 396, 0, 0, 0, 0, 0, 430, 0, 76, 271, 0, 267, 0, 0, 431, 0, 0, 0, 0, 0, 678, 0, 142, 334, 0, 314, 0, 0, 242, 0, 0, 0, 0, 118, 230, 0, 291, 144, 0, 229, 0, 48, 0, 0, 0, 0, 0, 448, 0, 0, 383, 0, 48, 100, 0, 176, 0, 0, 0, 0, 0, 822, 0, 80, 542, 0, 304, 106, 0, 273, 0, 0, 47, 0, 0, 799, 0, 49, 655, 0, 336, 176, 0, 225, 0, 0, 139, 0, 154, 270, 0, 156, 342, 0, 224, 238, 0, 72, 0, 0, 112, 0, 769, 0, 0, 471, 0, 0, 186, 0, 0, 0, 0, 0, 0, 47, 277, 0, 0, 359, 0, 0, 267, 0, 8, 0, 0, 85, 0, 548, 0, 0, 399, 0, 0, 125, 0, 0, 0, 0, 0, 3, 210, 0, 0, 0, 64, 0, 0, 202, 0, 0, 0, 0, 0, 0, 228, 0, 0, 325, 0, 0, 128, 0, 0, 0, 0, 0, 0, 393, 0, 0, 208, 0, 0, 0, 145, 0, 0, 0, 0, 0, 415, 0, 0, 0, 208, 0, 0, 374, 0, 0, 0, 0, 0, 0, 449, 0, 0, 327, 32, 0, 0, 407, 0, 0, 0, 14
231, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 199, 0, 0, 0, 0, 0, 0, 16, 0, 0, 0, 0, 0, 0, 314, 0, 0, 81, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 242, 0, 0, 13, 0, 0, 0, 0, 38, 0, 0, 0, 0, 0, 187, 0, 0, 0, 0, 7, 0, 0, 101, 0, 0, 0, 0, 0, 260, 0, 0, 1, 0, 3, 0, 0, 127, 0, 0, 0, 0, 0, 365, 0, 0, 78, 0, 64, 0, 0, 158, 0, 50, 0, 0, 0, 336, 0, 22, 16, 0, 116, 0, 0, 324, 0, 0, 0, 0, 75, 343, 0, 122, 42, 0, 161, 0, 0, 174, 0, 0, 188, 0, 157, 78, 0, 135, 0, 0, 95, 0, 93, 0, 0, 0, 0, 0, 326, 0, 58, 167, 0, 28, 0, 0, 101, 0, 0, 59, 0, 0, 427, 0, 51, 277, 0, 121, 0, 0, 0, 0, 0, 48, 0, 166, 0, 0, 63, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 370, 0, 0, 285, 0, 0, 68, 0, 0, 0, 0, 16, 0, 70, 0, 0, 0, 109, 0, 0, 170, 0, 29, 0, 0, 7, 0, 286, 0, 0, 251, 0, 0, 101, 0, 0, 0, 0, 0, 0, 165, 0, 0, 0, 247, 0, 0, 289, 0, 0, 0, 0, 0, 0, 226, 0, 0, 0, 231, 0, 0, 46, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
170, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 101, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 33, 53, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 155, 0, 0, 0, 0, 0, 0, 0, 82, 0, 0, 0, 0, 0, 143, 0, 0, 2, 0, 0, 0, 0, 57, 0, 0, 0, 0, 0, 204, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 13, 0, 1, 0, 0, 0, 0, 144, 0, 0, 0, 0, 0, 175, 0, 0, 0, 0, 50, 0, 0, 244, 0, 0, 0, 0, 0, 310, 0, 75, 90, 0, 145, 0, 0, 273, 0, 0, 0, 0, 0, 449, 0, 147, 99, 0, 151, 0, 0, 111, 0, 0, 0, 0, 137, 131, 0, 192, 96, 0, 112, 0, 0, 3, 0, 0, 0, 0, 144, 58, 0, 224, 77, 0, 144, 0, 0, 0, 0, 0, 0, 0, 289, 0, 0, 170, 0, 0, 82, 0, 135, 0, 0, 0, 0, 0, 480, 0, 0, 227, 0, 12, 0, 0, 182, 0, 0, 0, 0, 0, 496, 0, 130, 292, 0, 109, 0, 0, 231, 0, 0, 0, 0, 0, 587, 0, 172, 323, 0, 206, 0, 0, 304, 0, 0, 0, 0, 0, 715, 0, 269, 324, 0, 282, 0, 0, 333, 0, 0, 0, 0, 0, 690, 0, 249, 338, 0, 282, 0, 0, 249, 0, 0, 0, 0, 0, 694, 0, 165, 306, 0, 274, 0, 0, 80, 0, 0, 0, 0, 0, 698, 0, 24, 399, 0, 144, 0, 0, 0, 0, 0, 0, 0, 0, 589, 0, 0, 503, 0, 20, 88, 0, 0, 0, 0, 0, 0, 80, 223, 0, 0, 462, 0, 0, 158, 0, 0, 0, 0, 0, 0, 375, 0, 0, 0, 229, 0, 0, 74, 0, 0, 0, 0, 0, 0, 96, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
194, 0, 0, 43, 0, 0, 0, 0, 0, 72, 0, 0, 0, 0, 329, 0, 0, 0, 0, 0, 0, 0, 0, 240, 0, 0, 0, 0, 384, 0, 102, 112, 0, 17, 0, 57, 0, 240, 0, 21, 0, 0, 395, 0, 0, 208, 0, 325, 0, 0, 272, 0, 0, 0, 0, 0, 498, 0, 97, 397, 0, 130, 0, 0, 304, 0, 1, 0, 0, 0, 682, 0, 93, 334, 0, 230, 0, 0, 219, 0, 0, 0, 0, 1, 784, 0, 98, 467, 0, 121, 10, 0, 384, 0, 0, 0, 0, 0, 771, 0, 226, 298, 0, 171, 0, 0, 113, 0, 0, 0, 0, 55, 653, 0, 323, 256, 0, 193, 0, 60, 0, 0, 0, 0, 0, 16, 569, 0, 331, 234, 0, 179, 0, 68, 0, 0, 0, 0, 0, 583, 0, 0, 432, 0, 75, 113, 0, 425, 0, 0, 0, 0, 0, 830, 0, 82, 607, 0, 304, 164, 0, 330, 0, 0, 0, 0, 0, 991, 0, 183, 712, 0, 336, 144, 0, 208, 0, 0, 71, 0, 0, 908, 0, 241, 671, 0, 329, 167, 0, 0, 0, 0, 138, 0, 201, 531, 0, 274, 400, 0, 260, 81, 0, 0, 0, 0, 112, 0, 649, 0, 0, 471, 0, 51, 230, 0, 0, 0, 0, 0, 74, 0, 999, 0, 0, 811, 0, 226, 286, 0, 0, 0, 0, 46, 0, 0, 694, 0, 0, 607, 0, 168, 225, 0, 22, 0, 0, 158, 0, 496, 0, 0, 247, 208, 0, 202, 193, 0, 100, 0, 0, 178, 0, 938, 0, 0, 670, 0, 0, 328, 0, 0, 93, 0, 0, 101, 0, 623, 0, 0, 710, 0, 0, 526, 0, 0, 0, 0, 0, 0, 720, 0, 0, 61, 295, 0, 0, 501, 0, 0, 0, 0, 0, 0, 560, 0, 0, 400, 200, 0, 0, 320, 0, 0, 0, 0, 0, 0, 181, 0, 0, 0, 48, 0, 0, 0, 64, 67, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
256, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 168, 0, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 291, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 314, 0, 0, 0, 0, 0, 0, 0, 0, 0, 287, 0, 0, 0, 0, 16, 0, 0, 0, 0, 0, 0, 0, 0, 240, 0, 0, 0, 0, 0, 0, 77, 0, 0, 0, 0, 0, 65, 0, 0, 18, 0, 0, 0, 0, 144, 0, 0, 0, 0, 0, 276, 0, 0, 58, 0, 66, 0, 0, 6, 0, 0, 0, 0, 29, 291, 0, 41, 0, 0, 0, 0, 54, 0, 0, 0, 0, 0, 177, 0, 0, 5, 0, 26, 0, 0, 80, 0, 0, 0, 0, 0, 257, 0, 5, 14, 0, 78, 0, 0, 0, 0, 0, 0, 0, 36, 104, 0, 91, 0, 0, 0, 0, 171, 0, 0, 0, 0, 0, 318, 0, 0, 111, 0, 183, 0, 0, 61, 0, 0, 0, 0, 0, 275, 0, 22, 63, 0, 9, 0, 13, 0, 0, 0, 0, 0, 274, 0, 0, 91, 0, 38, 0, 0, 112, 0, 0, 0, 0, 0, 431, 0, 0, 160, 0, 101, 0, 0, 0, 0, 0, 0, 0, 261, 0, 0, 10, 0, 0, 0, 0, 107, 0, 0, 0, 0, 0, 272, 0, 0, 244, 0, 37, 0, 0, 0, 0, 0, 0, 0, 523, 0, 0, 422, 0, 41, 0, 0, 0, 0, 0, 51, 0, 431, 0, 0, 277, 0, 0, 3, 0, 0, 0, 0, 7, 0, 287, 0, 0, 208, 0, 0, 15, 0, 0, 0, 0, 0, 0, 247, 0, 0, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 208, 0, 0, 0, 192, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 34, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
192, 0, 64, 0, 16, 174, 254, 171, 0, 563, 0, 0, 0, 138, 0, 0, 0, 0, 868, 0, 208, 0, 496, 0, 0, 237, 0, 0, 0, 478, 322, 0, 0, 52, 782, 0, 259, 0, 510, 0, 0, 112, 0, 213, 0, 1115, 0, 0, 333, 0, 357, 267, 0, 447, 0, 0, 0, 53, 108, 0, 48, 0, 77, 705, 0, 292, 172, 0, 112, 0, 119, 0, 121, 0, 0, 0, 0, 45, 261, 0, 402, 0, 470, 0, 0, 185, 0, 0, 0, 0, 0, 0, 361, 0, 563, 0, 679, 0, 0, 652, 0, 54, 0, 51, 0, 128, 91, 625, 656, 0, 981, 0, 0, 738, 0, 64, 0, 34, 0, 675, 0, 432, 459, 0, 673, 0, 0, 310, 0, 0, 0, 0, 0, 866, 0, 505, 290, 0, 223, 0, 234, 0, 0, 0, 0, 0, 907, 0, 438, 601, 0, 564, 0, 0, 287, 0, 0, 0, 0, 0, 913, 0, 348, 437, 0, 315, 0, 213, 0, 30, 0, 0, 0, 110, 144, 0, 161, 0, 129, 0, 0, 411, 0, 0, 0, 0, 0, 887, 0, 431, 585, 0, 668, 0, 0, 360, 0, 0, 0, 0, 0, 911, 0, 640, 592, 0, 649, 0, 0, 6, 0, 0, 0, 0, 190, 320, 97, 613, 159, 147, 321, 0, 364, 0, 0, 0, 0, 0, 969, 0, 704, 827, 0, 923, 0, 0, 662, 0, 0, 0, 0, 0, 912, 0, 639, 807, 0, 809, 0, 31, 124, 0, 0, 43, 0, 384, 304, 13, 528, 112, 0, 288, 8, 48, 0, 0, 0, 0, 0, 969, 0, 345, 845, 0, 640, 93, 0, 133, 0, 0, 50, 0, 659, 253, 0, 481, 191, 0, 266, 101, 0, 0, 0, 0, 125, 0, 970, 0, 69, 881, 0, 326, 432, 0, 122, 0, 0, 196, 0, 1019, 0, 0, 592, 0, 1, 315, 0, 0, 0, 0, 0, 0, 1006, 0, 0, 241, 0, 0, 45, 0, 0, 0, 0, 0, 0, 722, 0, 0, 0, 539, 0, 0, 279, 0, 0, 0, 0, 0, 0, 315, 0, 0, 0, 141, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
425, 0, 0, 148, 0, 80, 0, 0, 0, 0, 0, 0, 0, 109, 0, 48, 0, 197, 0, 0, 146, 0, 0, 0, 0, 361, 0, 240, 194, 0, 176, 0, 0, 0, 0, 0, 0, 0, 80, 0, 0, 80, 0, 238, 0, 0, 219, 0, 0, 0, 0, 0, 525, 0, 186, 0, 0, 0, 0, 164, 0, 0, 0, 0, 0, 663, 0, 222, 301, 0, 426, 0, 0, 379, 0, 0, 0, 0, 144, 228, 0, 272, 0, 89, 0, 0, 234, 0, 0, 0, 0, 0, 739, 0, 222, 384, 0, 305, 0, 0, 466, 0, 0, 0, 0, 176, 144, 0, 256, 0, 144, 0, 0, 502, 0, 132, 0, 0, 0, 797, 0, 242, 338, 0, 272, 0, 0, 0, 205, 0, 0, 0, 689, 0, 283, 355, 0, 359, 0, 0, 219, 0, 0, 175, 0, 528, 0, 79, 234, 0, 275, 0, 0, 337, 0, 0, 0, 0, 377, 0, 112, 211, 0, 285, 0, 0, 333, 0, 0, 0, 0, 94, 307, 0, 279, 94, 0, 146, 0, 75, 0, 0, 0, 0, 0, 387, 0, 245, 126, 0, 192, 0, 0, 0, 0, 0, 0, 0, 337, 0, 243, 128, 0, 181, 0, 0, 0, 0, 0, 0, 37, 256, 0, 122, 94, 0, 133, 71, 0, 90, 0, 0, 18, 291, 0, 0, 150, 0, 0, 0, 70, 0, 0, 0, 0, 0, 684, 0, 106, 291, 0, 240, 29, 0, 37, 0, 0, 0, 0, 591, 0, 88, 450, 0, 186, 151, 0, 126, 0, 0, 53, 88, 278, 0, 157, 530, 0, 250, 364, 0, 167, 0, 0, 123, 311, 0, 0, 0, 344, 0, 0, 289, 0, 0, 0, 0, 0, 707, 0, 0, 0, 177, 0, 0, 116, 0, 0, 0, 0, 0, 326, 0, 0, 0, 55, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
